"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","16","5","0","0","0"
"","","Basic: Json-RPC call tests","90","0","0","0","0"
"","","Basic: single user tests","13","1","0","0","0"
"","","Basic: transactions validation","9","0","0","0","0"
