"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transactions validation","2","0","7","0","0"
"","","Basic: Json-RPC call tests","0","0","90","0","0"
"","","Basic: single user tests","1","0","13","0","0"
"","","Basic: transfer tests","8","5","8","0","0"
