"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","8","0","0","11","0"
"","","Basic: Json-RPC call tests","0","1","2","6","0"
"","","Basic: Json-RPC call tests - transactions","0","0","0","4","0"
"","","Basic: single user tests","0","0","4","2","0"
"","","Basic: Json-RPC call tests - blocks","0","0","1","2","0"
