"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: single user tests","0","12","0","2","0"
"","","Basic: transfer tests","0","11","0","9","0"
"","","Basic: Json-RPC call tests - blocks","0","0","9","0","0"
"","","Basic: Json-RPC call tests - transactions","0","5","0","0","0"
"","","Basic: Json-RPC call tests","0","1","12","1","0"
"","","Basic: Json-RPC call tests - transactions validation","0","5","0","0","0"
