"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","0","10","1","8","0"
"","","Basic: single user tests","5","0","1","2","0"
"","","Basic: Json-RPC call tests - transactions","0","4","0","0","0"
"","","Basic: Json-RPC call tests","1","10","2","1","0"
"","","Basic: Json-RPC call tests - blocks","0","2","7","0","0"
