"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: Json-RPC call tests","0","0","90","0","0"
"","","Basic: transactions validation","2","0","7","0","0"
"","","Basic: single user tests","0","0","12","2","0"
"","","Basic: transfer tests","1","0","10","8","0"
