"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","10","1","0","9","0"
"","","Basic: single user tests","0","0","4","2","0"
"","","Basic: Json-RPC call tests - blocks","0","0","1","2","0"
"","","Basic: Json-RPC call tests","1","0","2","6","0"
"","","Basic: Json-RPC call tests - transactions","0","1","0","3","0"
