"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: Json-RPC call tests - transactions validation","6","0","1","0","0"
"","","Basic: Json-RPC call tests","4","1","8","1","0"
"","","Basic: transfer tests","4","4","4","8","0"
"","","Basic: single user tests","0","0","12","2","0"
"","","Basic: Json-RPC call tests - blocks","0","1","8","0","0"
"","","Basic: Json-RPC call tests - transactions","2","1","2","0","0"
