"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: Json-RPC call tests","2","1","10","1","0"
"","","Basic: transfer tests","3","2","6","8","0"
"","","Basic: single user tests","5","0","1","2","0"
"","","Basic: Json-RPC call tests - blocks","0","2","7","0","0"
"","","Basic: Json-RPC call tests - transactions","0","4","0","0","0"
