"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: Json-RPC call tests","0","0","13","1","0"
"","","Basic: Json-RPC call tests - blocks","0","0","9","0","0"
"","","Basic: Json-RPC call tests - transactions","0","0","4","0","0"
"","","Basic: transactions validation","0","0","9","0","0"
"","","Basic: transfer tests","6","2","13","0","0"
"","","Basic: single user tests","1","0","13","0","0"
