"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","8","0","0","11","0"
"","","Basic: single user tests","0","0","4","2","0"
"","","Basic: Json-RPC call tests","0","1","0","15","0"
