"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","0","6","18","0","0"
"","","Basic: Json-RPC call tests","0","0","90","0","0"
"","","Basic: transactions validation","0","0","9","0","0"
"","","Basic: single user tests","3","0","3","0","0"
