"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: single user tests","0","0","12","2","0"
"","","Basic: transfer tests","4","4","4","8","0"
"","","Basic: Json-RPC call tests","2","0","11","1","0"
"","","Basic: Json-RPC call tests - transactions","1","2","2","0","0"
"","","Basic: Json-RPC call tests - transactions validation","5","0","0","0","0"
"","","Basic: Json-RPC call tests - blocks","0","2","7","0","0"
