"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","0","0","11","8","0"
"","","Basic: Json-RPC call tests","7","0","6","1","0"
"","","Basic: Json-RPC call tests - blocks","2","0","7","0","0"
"","","Basic: Json-RPC call tests - transactions","2","0","2","0","0"
"","","Basic: single user tests","0","0","12","2","0"
