"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: single user tests","0","0","12","2","0"
"","","Basic: transfer tests","0","0","10","8","0"
"","","Basic: Json-RPC call tests","3","0","10","1","0"
"","","Basic: Json-RPC call tests - transactions","1","1","2","0","0"
"","","Basic: Json-RPC call tests - blocks","0","2","7","0","0"
