"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: Json-RPC call tests","5","0","8","1","0"
"","","Basic: single user tests","0","0","12","2","0"
"","","Basic: transfer tests","4","3","5","8","0"
"","","Basic: Json-RPC call tests - blocks","0","2","7","0","0"
"","","Basic: Json-RPC call tests - transactions","2","1","2","0","0"
"","","Basic: Json-RPC call tests - transactions validation","5","0","2","0","0"
