"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: single user tests","12","1","0","1","0"
"","","Basic: Json-RPC call tests","90","0","0","0","0"
"","","Basic: transfer tests","11","4","0","4","0"
"","","Basic: transactions validation","9","0","0","0","0"
