"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: single user tests","0","0","12","2","0"
"","","Basic: Json-RPC call tests","4","1","8","1","0"
"","","Basic: transfer tests","6","3","8","8","0"
"","","Basic: Json-RPC call tests - transactions","1","2","1","0","0"
"","","Basic: Json-RPC call tests - blocks","0","2","7","0","0"
