"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: Json-RPC call tests","13","0","0","1","0"
"","","Basic: single user tests","12","0","0","2","0"
"","","Basic: transfer tests","9","0","0","9","0"
"","","Basic: Json-RPC call tests - transactions","4","0","0","0","0"
"","","Basic: Json-RPC call tests - blocks","9","0","0","0","0"
