"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","0","11","0","9","0"
"","","Basic: Json-RPC call tests - blocks","0","1","0","2","0"
"","","Basic: Json-RPC call tests","0","4","0","5","0"
"","","Basic: Json-RPC call tests - transactions","0","1","0","3","0"
"","","Basic: single user tests","0","0","4","2","0"
