"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic","0","8","0","1","0"
"","","Basic: transfer tests","0","4","0","1","0"
"","","Basic: single user tests","0","4","0","0","0"
