"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","0","4","13","8","0"
"","","Basic: single user tests","0","0","12","2","0"
"","","Basic: Json-RPC call tests - blocks","0","2","7","0","0"
"","","Basic: Json-RPC call tests","0","1","12","1","0"
"","","Basic: Json-RPC call tests - transactions","0","3","1","0","0"
