"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","3","3","5","8","0"
"","","Basic: Json-RPC call tests - blocks","0","0","9","0","0"
"","","Basic: Json-RPC call tests","2","0","11","1","0"
"","","Basic: single user tests","5","0","1","2","0"
"","","Basic: Json-RPC call tests - transactions","0","2","2","0","0"
