"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: single user tests","0","0","12","2","0"
"","","Basic: transfer tests","9","3","6","8","0"
"","","Basic: Json-RPC call tests","1","1","11","1","0"
"","","Basic: Json-RPC call tests - transactions","1","2","2","0","0"
"","","Basic: Json-RPC call tests - blocks","0","1","8","0","0"
"","","Basic: Json-RPC call tests - transactions validation","0","0","1","0","0"
