"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: Json-RPC call tests - blocks","0","1","8","0","0"
"","","Basic: transfer tests","1","0","10","8","0"
"","","Basic: single user tests","0","0","4","2","0"
"","","Basic: Json-RPC call tests","2","0","6","1","0"
"","","Basic: Json-RPC call tests - transactions","0","1","1","2","0"
