"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","2","6","16","0","0"
"","","Basic: Json-RPC call tests","0","0","90","0","0"
"","","Basic: single user tests","4","0","8","0","0"
"","","Basic: transactions validation","0","0","9","0","0"
