"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: Json-RPC call tests","3","1","9","1","0"
"","","Basic: Json-RPC call tests - blocks","0","1","8","0","0"
"","","Basic: single user tests","0","0","12","2","0"
"","","Basic: transfer tests","9","3","7","8","0"
"","","Basic: Json-RPC call tests - transactions","1","3","0","0","0"
"","","Basic: Json-RPC call tests - transactions validation","1","0","0","0","0"
