"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: transfer tests","4","4","4","8","0"
"","","Basic: Json-RPC call tests","4","1","8","1","0"
"","","Basic: Json-RPC call tests - blocks","0","2","7","0","0"
"","","Basic: Json-RPC call tests - transactions validation","5","1","0","0","0"
"","","Basic: Json-RPC call tests - transactions","2","3","0","0","0"
"","","Basic: single user tests","0","0","12","2","0"
