"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","Basic: Json-RPC call tests","2","1","10","1","0"
"","","Basic: transfer tests","2","3","6","8","0"
"","","Basic: Json-RPC call tests - blocks","0","2","7","0","0"
"","","Basic: single user tests","11","0","1","2","0"
"","","Basic: Json-RPC call tests - transactions","1","3","0","0","0"
